GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021301027,272,2544,LeBron James,1610612748,Miami Heat,3,7,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-171,9,1,1,20140321,MIA,MEM
Shot Chart Detail,0021301027,354,2544,LeBron James,1610612748,Miami Heat,3,0,1,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,12,1,0,20140321,MIA,MEM
Shot Chart Detail,0021301027,366,2544,LeBron James,1610612748,Miami Heat,4,10,57,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,20,1,1,20140321,MIA,MEM
Shot Chart Detail,0021301027,368,2544,LeBron James,1610612748,Miami Heat,4,10,17,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,47,36,1,0,20140321,MIA,MEM
Shot Chart Detail,0021301027,457,2544,LeBron James,1610612748,Miami Heat,4,2,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,14,1,1,20140321,MIA,MEM
Shot Chart Detail,0021301027,481,2544,LeBron James,1610612748,Miami Heat,4,0,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-15,205,1,1,20140321,MIA,MEM
Shot Chart Detail,0021301036,4,2544,LeBron James,1610612748,Miami Heat,1,11,16,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-141,7,1,1,20140322,NOP,MIA
Shot Chart Detail,0021301036,34,2544,LeBron James,1610612748,Miami Heat,1,7,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-141,118,1,0,20140322,NOP,MIA
Shot Chart Detail,0021301036,84,2544,LeBron James,1610612748,Miami Heat,1,3,4,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,12,1,0,20140322,NOP,MIA
Shot Chart Detail,0021301036,91,2544,LeBron James,1610612748,Miami Heat,1,2,19,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,-2,1,1,20140322,NOP,MIA
Shot Chart Detail,0021301036,94,2544,LeBron James,1610612748,Miami Heat,1,1,42,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,23,1,1,20140322,NOP,MIA
Shot Chart Detail,0021301036,203,2544,LeBron James,1610612748,Miami Heat,2,3,31,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,4,1,1,20140322,NOP,MIA
Shot Chart Detail,0021301036,226,2544,LeBron James,1610612748,Miami Heat,2,0,0,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-187,19,1,1,20140322,NOP,MIA
Shot Chart Detail,0021301036,265,2544,LeBron James,1610612748,Miami Heat,3,8,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,144,200,1,0,20140322,NOP,MIA
Shot Chart Detail,0021301036,268,2544,LeBron James,1610612748,Miami Heat,3,7,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-152,203,1,1,20140322,NOP,MIA
Shot Chart Detail,0021301036,277,2544,LeBron James,1610612748,Miami Heat,3,6,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,7,1,1,20140322,NOP,MIA
Shot Chart Detail,0021301036,300,2544,LeBron James,1610612748,Miami Heat,3,2,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-48,242,1,0,20140322,NOP,MIA
Shot Chart Detail,0021301036,314,2544,LeBron James,1610612748,Miami Heat,3,1,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-144,116,1,0,20140322,NOP,MIA
Shot Chart Detail,0021301036,341,2544,LeBron James,1610612748,Miami Heat,4,10,12,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,17,127,1,0,20140322,NOP,MIA
Shot Chart Detail,0021301036,353,2544,LeBron James,1610612748,Miami Heat,4,8,48,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,6,1,1,20140322,NOP,MIA
Shot Chart Detail,0021301036,358,2544,LeBron James,1610612748,Miami Heat,4,8,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,144,61,1,0,20140322,NOP,MIA
Shot Chart Detail,0021301036,394,2544,LeBron James,1610612748,Miami Heat,4,4,46,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,12,-73,99,1,0,20140322,NOP,MIA
Shot Chart Detail,0021301036,414,2544,LeBron James,1610612748,Miami Heat,4,3,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-196,154,1,1,20140322,NOP,MIA
Shot Chart Detail,0021301036,423,2544,LeBron James,1610612748,Miami Heat,4,2,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,7,1,1,20140322,NOP,MIA
Shot Chart Detail,0021301049,18,2544,LeBron James,1610612748,Miami Heat,1,9,45,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,212,15,1,0,20140324,MIA,POR
Shot Chart Detail,0021301049,21,2544,LeBron James,1610612748,Miami Heat,1,9,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,133,131,1,0,20140324,MIA,POR
Shot Chart Detail,0021301049,28,2544,LeBron James,1610612748,Miami Heat,1,8,38,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,4,1,1,20140324,MIA,POR
Shot Chart Detail,0021301049,32,2544,LeBron James,1610612748,Miami Heat,1,8,11,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,3,1,0,20140324,MIA,POR
Shot Chart Detail,0021301049,35,2544,LeBron James,1610612748,Miami Heat,1,7,59,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20140324,MIA,POR
Shot Chart Detail,0021301049,49,2544,LeBron James,1610612748,Miami Heat,1,6,48,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-125,78,1,1,20140324,MIA,POR
Shot Chart Detail,0021301049,59,2544,LeBron James,1610612748,Miami Heat,1,5,8,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-76,11,1,0,20140324,MIA,POR
Shot Chart Detail,0021301049,62,2544,LeBron James,1610612748,Miami Heat,1,4,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,13,192,1,0,20140324,MIA,POR
Shot Chart Detail,0021301049,69,2544,LeBron James,1610612748,Miami Heat,1,3,54,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,0,20140324,MIA,POR
Shot Chart Detail,0021301049,73,2544,LeBron James,1610612748,Miami Heat,1,3,47,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,7,1,1,20140324,MIA,POR
Shot Chart Detail,0021301049,96,2544,LeBron James,1610612748,Miami Heat,1,2,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-82,178,1,0,20140324,MIA,POR
Shot Chart Detail,0021301049,99,2544,LeBron James,1610612748,Miami Heat,1,1,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,94,140,1,0,20140324,MIA,POR
Shot Chart Detail,0021301049,182,2544,LeBron James,1610612748,Miami Heat,2,4,47,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,7,1,1,20140324,MIA,POR
Shot Chart Detail,0021301049,198,2544,LeBron James,1610612748,Miami Heat,2,3,29,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,-3,1,1,20140324,MIA,POR
Shot Chart Detail,0021301049,228,2544,LeBron James,1610612748,Miami Heat,2,1,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,6,1,1,20140324,MIA,POR
Shot Chart Detail,0021301049,257,2544,LeBron James,1610612748,Miami Heat,3,10,29,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,1,1,1,20140324,MIA,POR
Shot Chart Detail,0021301049,291,2544,LeBron James,1610612748,Miami Heat,3,6,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-198,83,1,1,20140324,MIA,POR
Shot Chart Detail,0021301049,294,2544,LeBron James,1610612748,Miami Heat,3,6,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,67,241,1,0,20140324,MIA,POR
Shot Chart Detail,0021301049,307,2544,LeBron James,1610612748,Miami Heat,3,4,50,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,8,-64,48,1,1,20140324,MIA,POR
Shot Chart Detail,0021301049,311,2544,LeBron James,1610612748,Miami Heat,3,4,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,7,1,1,20140324,MIA,POR
Shot Chart Detail,0021301049,338,2544,LeBron James,1610612748,Miami Heat,3,1,29,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-82,50,1,0,20140324,MIA,POR
Shot Chart Detail,0021301049,454,2544,LeBron James,1610612748,Miami Heat,4,4,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,12,1,1,20140324,MIA,POR
Shot Chart Detail,0021301049,514,2544,LeBron James,1610612748,Miami Heat,4,0,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,12,1,1,20140324,MIA,POR
Shot Chart Detail,0021301067,16,2544,LeBron James,1610612748,Miami Heat,1,9,30,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-70,36,1,1,20140326,IND,MIA
Shot Chart Detail,0021301067,36,2544,LeBron James,1610612748,Miami Heat,1,7,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,108,160,1,0,20140326,IND,MIA
Shot Chart Detail,0021301067,61,2544,LeBron James,1610612748,Miami Heat,1,4,11,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,0,1,1,20140326,IND,MIA
Shot Chart Detail,0021301067,71,2544,LeBron James,1610612748,Miami Heat,1,2,30,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-14,1,0,20140326,IND,MIA
Shot Chart Detail,0021301067,80,2544,LeBron James,1610612748,Miami Heat,1,1,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,-10,1,1,20140326,IND,MIA
Shot Chart Detail,0021301067,152,2544,LeBron James,1610612748,Miami Heat,2,6,56,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,7,1,0,20140326,IND,MIA
Shot Chart Detail,0021301067,199,2544,LeBron James,1610612748,Miami Heat,2,3,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,0,1,1,20140326,IND,MIA
Shot Chart Detail,0021301067,241,2544,LeBron James,1610612748,Miami Heat,2,0,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,9,1,1,20140326,IND,MIA
Shot Chart Detail,0021301067,259,2544,LeBron James,1610612748,Miami Heat,3,10,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,138,72,1,0,20140326,IND,MIA
Shot Chart Detail,0021301067,265,2544,LeBron James,1610612748,Miami Heat,3,9,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,0,1,1,20140326,IND,MIA
Shot Chart Detail,0021301067,306,2544,LeBron James,1610612748,Miami Heat,3,5,29,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-149,39,1,1,20140326,IND,MIA
Shot Chart Detail,0021301067,321,2544,LeBron James,1610612748,Miami Heat,3,4,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-153,131,1,1,20140326,IND,MIA
Shot Chart Detail,0021301067,323,2544,LeBron James,1610612748,Miami Heat,3,3,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,113,224,1,1,20140326,IND,MIA
Shot Chart Detail,0021301067,354,2544,LeBron James,1610612748,Miami Heat,3,0,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-198,149,1,0,20140326,IND,MIA
Shot Chart Detail,0021301067,361,2544,LeBron James,1610612748,Miami Heat,4,11,42,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-7,58,1,1,20140326,IND,MIA
Shot Chart Detail,0021301067,366,2544,LeBron James,1610612748,Miami Heat,4,10,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-201,189,1,0,20140326,IND,MIA
Shot Chart Detail,0021301067,439,2544,LeBron James,1610612748,Miami Heat,4,4,53,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-155,217,1,1,20140326,IND,MIA
Shot Chart Detail,0021301067,461,2544,LeBron James,1610612748,Miami Heat,4,2,46,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,7,1,0,20140326,IND,MIA
Shot Chart Detail,0021301067,477,2544,LeBron James,1610612748,Miami Heat,4,1,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-191,203,1,0,20140326,IND,MIA
Shot Chart Detail,0021301079,17,2544,LeBron James,1610612748,Miami Heat,1,8,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,94,140,1,1,20140328,DET,MIA
Shot Chart Detail,0021301079,61,2544,LeBron James,1610612748,Miami Heat,1,3,44,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-169,7,1,0,20140328,DET,MIA
Shot Chart Detail,0021301079,84,2544,LeBron James,1610612748,Miami Heat,1,0,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-19,265,1,0,20140328,DET,MIA
Shot Chart Detail,0021301079,165,2544,LeBron James,1610612748,Miami Heat,2,3,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,116,69,1,0,20140328,DET,MIA
Shot Chart Detail,0021301079,171,2544,LeBron James,1610612748,Miami Heat,2,2,52,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,-2,1,1,20140328,DET,MIA
Shot Chart Detail,0021301079,188,2544,LeBron James,1610612748,Miami Heat,2,1,35,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,0,20140328,DET,MIA
Shot Chart Detail,0021301079,193,2544,LeBron James,1610612748,Miami Heat,2,1,20,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,12,1,0,20140328,DET,MIA
Shot Chart Detail,0021301079,199,2544,LeBron James,1610612748,Miami Heat,2,0,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,-3,1,1,20140328,DET,MIA
Shot Chart Detail,0021301079,202,2544,LeBron James,1610612748,Miami Heat,2,0,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-8,1,1,20140328,DET,MIA
Shot Chart Detail,0021301079,207,2544,LeBron James,1610612748,Miami Heat,2,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-76,246,1,0,20140328,DET,MIA
Shot Chart Detail,0021301079,246,2544,LeBron James,1610612748,Miami Heat,3,7,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-60,261,1,1,20140328,DET,MIA
Shot Chart Detail,0021301079,284,2544,LeBron James,1610612748,Miami Heat,3,5,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,3,1,1,20140328,DET,MIA
Shot Chart Detail,0021301079,321,2544,LeBron James,1610612748,Miami Heat,3,1,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-68,170,1,1,20140328,DET,MIA
Shot Chart Detail,0021301091,69,2544,LeBron James,1610612748,Miami Heat,1,5,33,Made Shot,Running Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-6,1,1,20140329,MIL,MIA
Shot Chart Detail,0021301091,105,2544,LeBron James,1610612748,Miami Heat,1,1,22,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,-11,1,1,20140329,MIL,MIA
Shot Chart Detail,0021301091,245,2544,LeBron James,1610612748,Miami Heat,3,11,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,91,241,1,0,20140329,MIL,MIA
Shot Chart Detail,0021301091,268,2544,LeBron James,1610612748,Miami Heat,3,7,41,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,0,1,0,20140329,MIL,MIA
Shot Chart Detail,0021301091,275,2544,LeBron James,1610612748,Miami Heat,3,7,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-149,-5,1,0,20140329,MIL,MIA
Shot Chart Detail,0021301091,289,2544,LeBron James,1610612748,Miami Heat,3,6,0,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-5,1,1,20140329,MIL,MIA
Shot Chart Detail,0021301091,294,2544,LeBron James,1610612748,Miami Heat,3,5,14,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,28,1,1,20140329,MIL,MIA
Shot Chart Detail,0021301091,304,2544,LeBron James,1610612748,Miami Heat,3,3,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,86,239,1,0,20140329,MIL,MIA
Shot Chart Detail,0021301091,314,2544,LeBron James,1610612748,Miami Heat,3,2,38,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,3,1,0,20140329,MIL,MIA
Shot Chart Detail,0021301091,316,2544,LeBron James,1610612748,Miami Heat,3,2,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,0,1,1,20140329,MIL,MIA
Shot Chart Detail,0021301105,25,2544,LeBron James,1610612748,Miami Heat,1,8,30,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,29,7,1,1,20140331,MIA,TOR
Shot Chart Detail,0021301105,43,2544,LeBron James,1610612748,Miami Heat,1,6,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,146,209,1,0,20140331,MIA,TOR
Shot Chart Detail,0021301105,70,2544,LeBron James,1610612748,Miami Heat,1,3,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-217,134,1,1,20140331,MIA,TOR
Shot Chart Detail,0021301105,77,2544,LeBron James,1610612748,Miami Heat,1,2,31,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,22,1,1,20140331,MIA,TOR
Shot Chart Detail,0021301105,99,2544,LeBron James,1610612748,Miami Heat,1,0,28,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,6,1,1,20140331,MIA,TOR
Shot Chart Detail,0021301105,104,2544,LeBron James,1610612748,Miami Heat,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,40,-187,359,1,0,20140331,MIA,TOR
Shot Chart Detail,0021301105,176,2544,LeBron James,1610612748,Miami Heat,2,4,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,3,1,1,20140331,MIA,TOR
Shot Chart Detail,0021301105,222,2544,LeBron James,1610612748,Miami Heat,2,1,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,0,1,1,20140331,MIA,TOR
Shot Chart Detail,0021301105,224,2544,LeBron James,1610612748,Miami Heat,2,1,15,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,17,1,1,20140331,MIA,TOR
Shot Chart Detail,0021301105,272,2544,LeBron James,1610612748,Miami Heat,3,8,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,15,1,1,20140331,MIA,TOR
Shot Chart Detail,0021301105,284,2544,LeBron James,1610612748,Miami Heat,3,7,37,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,19,1,0,20140331,MIA,TOR
Shot Chart Detail,0021301105,289,2544,LeBron James,1610612748,Miami Heat,3,6,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,206,1,0,20140331,MIA,TOR
Shot Chart Detail,0021301105,321,2544,LeBron James,1610612748,Miami Heat,3,3,56,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,4,1,1,20140331,MIA,TOR
Shot Chart Detail,0021301105,331,2544,LeBron James,1610612748,Miami Heat,3,2,47,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,-5,1,0,20140331,MIA,TOR
Shot Chart Detail,0021301105,342,2544,LeBron James,1610612748,Miami Heat,3,1,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,12,1,1,20140331,MIA,TOR
Shot Chart Detail,0021301105,360,2544,LeBron James,1610612748,Miami Heat,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-138,208,1,0,20140331,MIA,TOR
Shot Chart Detail,0021301105,425,2544,LeBron James,1610612748,Miami Heat,4,4,44,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,15,1,0,20140331,MIA,TOR
Shot Chart Detail,0021301105,437,2544,LeBron James,1610612748,Miami Heat,4,3,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-106,165,1,0,20140331,MIA,TOR
Shot Chart Detail,0021301105,448,2544,LeBron James,1610612748,Miami Heat,4,1,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,7,1,1,20140331,MIA,TOR
Shot Chart Detail,0021301105,465,2544,LeBron James,1610612748,Miami Heat,4,1,8,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-139,145,1,0,20140331,MIA,TOR
Shot Chart Detail,0021301121,6,2544,LeBron James,1610612748,Miami Heat,1,11,19,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-152,17,1,0,20140402,MIA,MIL
Shot Chart Detail,0021301121,25,2544,LeBron James,1610612748,Miami Heat,1,8,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,15,1,1,20140402,MIA,MIL
Shot Chart Detail,0021301121,74,2544,LeBron James,1610612748,Miami Heat,1,3,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,3,1,1,20140402,MIA,MIL
Shot Chart Detail,0021301121,110,2544,LeBron James,1610612748,Miami Heat,1,0,25,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,0,1,1,20140402,MIA,MIL
Shot Chart Detail,0021301121,186,2544,LeBron James,1610612748,Miami Heat,2,4,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-89,149,1,0,20140402,MIA,MIL
Shot Chart Detail,0021301121,200,2544,LeBron James,1610612748,Miami Heat,2,4,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-191,153,1,0,20140402,MIA,MIL
Shot Chart Detail,0021301121,213,2544,LeBron James,1610612748,Miami Heat,2,3,15,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,1,20140402,MIA,MIL
Shot Chart Detail,0021301121,246,2544,LeBron James,1610612748,Miami Heat,2,0,20,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,4,1,1,20140402,MIA,MIL
Shot Chart Detail,0021301121,262,2544,LeBron James,1610612748,Miami Heat,3,10,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,185,168,1,0,20140402,MIA,MIL
Shot Chart Detail,0021301121,275,2544,LeBron James,1610612748,Miami Heat,3,8,18,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,190,17,1,0,20140402,MIA,MIL
Shot Chart Detail,0021301121,315,2544,LeBron James,1610612748,Miami Heat,3,3,8,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,125,55,1,1,20140402,MIA,MIL
